GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P09917	ALOX5	involved_in	GO:0051122	hepoxilin biosynthetic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1345140|PANTHER:PTN000206108|RGD:1305330|RGD:1306252|RGD:1311159|RGD:628809|RGD:70493|UniProtKB:Q9BYJ1	9606	GO_Central		P
UniProtKB	P09917	ALOX5	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1098228|MGI:MGI:1274782|MGI:MGI:1274790|MGI:MGI:1345140|MGI:MGI:87997|MGI:MGI:87998|PANTHER:PTN000206108|RGD:1305330|RGD:1306252|RGD:1307642|RGD:1311159|RGD:628809|RGD:70493|UniProtKB:O15296|UniProtKB:O75342|UniProtKB:P16050|UniProtKB:P18054|UniProtKB:P27479|UniProtKB:Q9BYJ1|ZFIN:ZDB-GENE-090311-47	9606	GO_Central		P
UniProtKB	P09917	ALOX5	involved_in	GO:0019372	lipoxygenase pathway	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1098228|MGI:MGI:1274790|MGI:MGI:87997|MGI:MGI:87998|PANTHER:PTN000206108|RGD:1307642|RGD:1311159|RGD:628809|RGD:70493|UniProtKB:O75342|UniProtKB:P16050|UniProtKB:P18054|UniProtKB:P27479|UniProtKB:Q9BYJ1	9606	GO_Central		P
UniProtKB	P09917	ALOX5	involved_in	GO:0034440	lipid oxidation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:87998|PANTHER:PTN000206105|TAIR:locus:2008808|TAIR:locus:2011030|TAIR:locus:2018848|TAIR:locus:2030215|TAIR:locus:2087837|TAIR:locus:2096915|UniProtKB:P08170|UniProtKB:P18054	9606	GO_Central		P
UniProtKB	P09917	ALOX5	involved_in	GO:1901753	leukotriene A4 biosynthetic process	ECO:0000314	IDA	PMID:24282679		9606	UniProt		P
UniProtKB	P09917	ALOX5	involved_in	GO:1901753	leukotriene A4 biosynthetic process	ECO:0000315	IMP	PMID:31664810		9606	UniProt		P
UniProtKB	P09917	ALOX5	involved_in	GO:2001301	lipoxin biosynthetic process	ECO:0000315	IMP	PMID:31664810		9606	UniProt		P
UniProtKB	P09917	ALOX5	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9018676		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9018682		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9018896		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9020265		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9023661		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9026403		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9027604		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0019372	lipoxygenase pathway	ECO:0000304	TAS	Reactome:R-HSA-9026286		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:0019372	lipoxygenase pathway	ECO:0000304	TAS	Reactome:R-HSA-9026290		9606	Reactome		P
UniProtKB	P09917	ALOX5	involved_in	GO:1901753	leukotriene A4 biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48999|ensembl:ENSMUSP00000026795	9606	Ensembl		P
UniProtKB	P09917	ALOX5	involved_in	GO:0001676	long-chain fatty acid metabolic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027692	9606	UniProt		P
UniProtKB	P09960	LTA4H	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P0C024	NUDT7	involved_in	GO:0044580	butyryl-CoA catabolic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q99P30	9606	UniProt		P
UniProtKB	P0C024	NUDT7	involved_in	GO:0036114	medium-chain fatty-acyl-CoA catabolic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q99P30	9606	UniProt		P
UniProtKB	P0C024	NUDT7	involved_in	GO:0044580	butyryl-CoA catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99P30|ensembl:ENSMUSP00000104737	9606	Ensembl		P
UniProtKB	P0C024	NUDT7	involved_in	GO:0036114	medium-chain fatty-acyl-CoA catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99P30|ensembl:ENSMUSP00000104737	9606	Ensembl		P
UniProtKB	P0C7M7	ACSM4	involved_in	GO:0006633	fatty acid biosynthetic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2152200|MGI:MGI:99538|PANTHER:PTN001944787	9606	GO_Central		P
UniProtKB	P0C7M7	ACSM4	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P0C7M7	ACSM4	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0276	9606	UniProt		P
UniProtKB	P0C7U1	ASAH2B	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN004377481|UniProtKB:O06769	9606	GO_Central		P
UniProtKB	P0C7U1	ASAH2B	involved_in	GO:0046512	sphingosine biosynthetic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1859310|PANTHER:PTN004377481|RGD:69410|UniProtKB:O06769|UniProtKB:Q9NR71	9606	GO_Central		P
UniProtKB	P0C7U1	ASAH2B	involved_in	GO:0046514	ceramide catabolic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0039774|MGI:MGI:1859310|PANTHER:PTN004377481|RGD:69410|UniProtKB:O06769|UniProtKB:Q9NR71	9606	GO_Central		P
UniProtKB	P0C7U1	ASAH2B	involved_in	GO:0046514	ceramide catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006823	9606	InterPro		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0046475	glycerophospholipid catabolic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1195256|PANTHER:PTN000076790|SGD:S000005371|UniProtKB:P0C869|UniProtKB:P47712|UniProtKB:Q86XP0|UniProtKB:Q9UP65	9606	GO_Central		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0009395	phospholipid catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002642	9606	InterPro		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0016042	lipid catabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0442	9606	UniProt		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0036148	phosphatidylglycerol acyl-chain remodeling	ECO:0000304	TAS	Reactome:R-HSA-1482925		9606	Reactome		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0046475	glycerophospholipid catabolic process	ECO:0000314	IDA	PMID:10085124		9606	UniProt		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000303	NAS	PMID:10085124		9606	UniProt		P
UniProtKB	P0C869	PLA2G4B	involved_in	GO:0006650	glycerophospholipid metabolic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00028631	9606	UniProt		P
UniProtKB	P0C869-8	PLA2G4B	involved_in	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	ECO:0000314	IDA	PMID:16617059		9606	UniProt		P
UniProtKB	P0CG22	DHRS4L1	involved_in	GO:0042574	retinal metabolic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:90169|PANTHER:PTN000673558	9606	GO_Central		P
UniProtKB	P0DMN0	SULT1A4	involved_in	GO:0008202	steroid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0753	9606	UniProt		P
UniProtKB	P0DMN0	SULT1A4	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P0DTE4	UGT2A1	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P0DTE4	UGT2A1	involved_in	GO:0008206	bile acid metabolic process	ECO:0000314	IDA	PMID:23756265		9606	UniProt		P
UniProtKB	P10451	SPP1	involved_in	GO:0006710	androgen catabolic process	ECO:0000314	IDA	PMID:26482249		9606	CAFA		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002387263|RGD:2469|RGD:620088|RGD:620370|UniProtKB:P10632|UniProtKB:P11712	9606	GO_Central		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000314	IDA	PMID:7574697		9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0008210	estrogen metabolic process	ECO:0000314	IDA	PMID:14559847		9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0008210	estrogen metabolic process	ECO:0000314	IDA	PMID:12865317		9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0042573	retinoic acid metabolic process	ECO:0000314	IDA	PMID:11093772		9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0008202	steroid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0753	9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0097267	omega-hydroxylase P450 pathway	ECO:0000304	TAS	Reactome:R-HSA-2142816		9606	Reactome		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9027307		9606	Reactome		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000304	TAS	Reactome:R-HSA-2142670		9606	Reactome		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0008202	steroid metabolic process	ECO:0000314	IDA	PMID:14559847		9606	BHF-UCL		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0002933	lipid hydroxylation	ECO:0000314	IDA	PMID:14559847		9606	BHF-UCL	part_of(GO:0008202)	P
UniProtKB	P10632	CYP2C8	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00383	9606	UniProt		P
UniProtKB	P10632	CYP2C8	involved_in	GO:0042572	retinol metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00912	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000670525|RGD:620640	9606	GO_Central		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0008210	estrogen metabolic process	ECO:0000314	IDA	PMID:12865317		9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0042572	retinol metabolic process	ECO:0000314	IDA	PMID:10681376		9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0008202	steroid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0753	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0153	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0276	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9027307		9606	Reactome		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0016098	monoterpenoid metabolic process	ECO:0000314	IDA	PMID:16401082		9606	BHF-UCL		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0008202	steroid metabolic process	ECO:0000315	IMP	PMID:18356043		9606	BHF-UCL		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0042572	retinol metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00912	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00296	9606	UniProt		P
UniProtKB	P10635	CYP2D6	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00199	9606	UniProt		P
UniProtKB	P10721	KIT	involved_in	GO:0006687	glycosphingolipid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P05532|ensembl:ENSMUSP00000005815	9606	Ensembl		P
UniProtKB	P10745	RBP3	involved_in	GO:0006629	lipid metabolic process	ECO:0000304	TAS	PMID:2542268		9606	PINC		P
UniProtKB	P10745	RBP3	involved_in	GO:0001523	retinoid metabolic process	ECO:0000304	TAS	Reactome:R-HSA-2187335		9606	Reactome		P
UniProtKB	P10745	RBP3	involved_in	GO:0001523	retinoid metabolic process	ECO:0000304	TAS	Reactome:R-HSA-2453902		9606	Reactome		P
UniProtKB	P10909	CLU	involved_in	GO:0006629	lipid metabolic process	ECO:0000303	NAS	PMID:2387851		9606	PINC		P
UniProtKB	P11310	ACADM	involved_in	GO:0051793	medium-chain fatty acid catabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000098033|RGD:2012|UniProtKB:P11310	9606	GO_Central		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000318	IBA	PMID:21873635	MGI:MGI:87866|MGI:MGI:87867|PANTHER:PTN002535634|RGD:2011|RGD:2012|UniProtKB:P11310|UniProtKB:Q47146|UniProtKB:Q709F0	9606	GO_Central		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000314	IDA	PMID:25416781		9606	UniProt		P
UniProtKB	P11310	ACADM	involved_in	GO:0006635	fatty acid beta-oxidation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034180	9606	InterPro		P
UniProtKB	P11310	ACADM	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11310	ACADM	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0276	9606	UniProt		P
UniProtKB	P11310	ACADM	involved_in	GO:0051791	medium-chain fatty acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P45952|ensembl:ENSMUSP00000072483	9606	Ensembl		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P45952|ensembl:ENSMUSP00000072483	9606	Ensembl		P
UniProtKB	P11310	ACADM	involved_in	GO:0051791	medium-chain fatty acid metabolic process	ECO:0000314	IDA	PMID:1970566		9606	BHF-UCL		P
UniProtKB	P11310	ACADM	involved_in	GO:0051793	medium-chain fatty acid catabolic process	ECO:0000314	IDA	PMID:1970566		9606	BHF-UCL		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000314	IDA	PMID:3597357		9606	BHF-UCL	occurs_in(UBERON:0002107),has_input(CHEBI:27540)|occurs_in(UBERON:0002107),has_input(CHEBI:15517)|occurs_in(UBERON:0002107),has_input(CHEBI:15536)|occurs_in(UBERON:0002107),has_input(CHEBI:15533)|occurs_in(UBERON:0002107),has_input(CHEBI:28493)|occurs_in(UBERON:0002107),has_input(CHEBI:15521)|occurs_in(UBERON:0002107),has_input(CHEBI:15532)|occurs_in(UBERON:0002107),has_input(CHEBI:15525)	P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000314	IDA	PMID:1902818		9606	BHF-UCL		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000314	IDA	PMID:19224950		9606	BHF-UCL		P
UniProtKB	P11310	ACADM	involved_in	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	ECO:0000315	IMP	PMID:16972171		9606	BHF-UCL		P
UniProtKB	P11310	ACADM	involved_in	GO:0006635	fatty acid beta-oxidation	ECO:0000315	IMP	PMID:2393404		9606	UniProt		P
UniProtKB	P11413	G6PD	involved_in	GO:0006629	lipid metabolic process	ECO:0000304	TAS	PMID:17361089		9606	BHF-UCL		P
UniProtKB	P11413	G6PD	involved_in	GO:0006695	cholesterol biosynthetic process	ECO:0000315	IMP	PMID:12027950		9606	BHF-UCL		P
UniProtKB	P11498	PC	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11509	CYP2A6	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002387263|RGD:2469|RGD:620088|RGD:620370|UniProtKB:P10632|UniProtKB:P11712	9606	GO_Central		P
UniProtKB	P11509	CYP2A6	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11509	CYP2A6	involved_in	GO:0008202	steroid metabolic process	ECO:0000315	IMP	PMID:18356043		9606	BHF-UCL		P
UniProtKB	P11597	CETP	involved_in	GO:0046470	phosphatidylcholine metabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002935167|UniProtKB:P11597	9606	GO_Central		P
UniProtKB	P11597	CETP	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002935167|UniProtKB:P11597	9606	GO_Central		P
UniProtKB	P11597	CETP	involved_in	GO:0006641	triglyceride metabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002935167|UniProtKB:P11597	9606	GO_Central		P
UniProtKB	P11597	CETP	involved_in	GO:0008202	steroid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0753	9606	UniProt		P
UniProtKB	P11597	CETP	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0153	9606	UniProt		P
UniProtKB	P11597	CETP	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11597	CETP	involved_in	GO:0046470	phosphatidylcholine metabolic process	ECO:0000314	IDA	PMID:2833496		9606	BHF-UCL		P
UniProtKB	P11597	CETP	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000314	IDA	PMID:2833496		9606	BHF-UCL		P
UniProtKB	P11597	CETP	involved_in	GO:0006641	triglyceride metabolic process	ECO:0000314	IDA	PMID:2833496		9606	BHF-UCL		P
UniProtKB	P11597	CETP	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000315	IMP	PMID:2586614		9606	BHF-UCL		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002387263|RGD:2469|RGD:620088|RGD:620370|UniProtKB:P10632|UniProtKB:P11712	9606	GO_Central		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000314	IDA	PMID:7574697		9606	UniProt		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0008210	estrogen metabolic process	ECO:0000314	IDA	PMID:12865317		9606	UniProt		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0008202	steroid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0753	9606	UniProt		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0097267	omega-hydroxylase P450 pathway	ECO:0000304	TAS	Reactome:R-HSA-2142816		9606	Reactome		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0042759	long-chain fatty acid biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-9027307		9606	Reactome		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0019373	epoxygenase P450 pathway	ECO:0000304	TAS	Reactome:R-HSA-2142670		9606	Reactome		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0016098	monoterpenoid metabolic process	ECO:0000314	IDA	PMID:16401082		9606	BHF-UCL		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0008202	steroid metabolic process	ECO:0000315	IMP	PMID:18356043		9606	BHF-UCL		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00383	9606	UniProt		P
UniProtKB	P11712	CYP2C9	involved_in	GO:0008203	cholesterol metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00296	9606	UniProt		P
UniProtKB	P11766	ADH5	involved_in	GO:0010430	fatty acid omega-oxidation	ECO:0000314	IDA	PMID:16081420		9606	UniProt		P
UniProtKB	P11766	ADH5	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P11766	ADH5	involved_in	GO:0001523	retinoid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28474|ensembl:ENSMUSP00000005964	9606	Ensembl		P
UniProtKB	P12271	RLBP1	involved_in	GO:0006776	vitamin A metabolic process	ECO:0000304	TAS	PMID:9326942		9606	PINC		P
UniProtKB	P13569	CFTR	involved_in	GO:0006695	cholesterol biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P26361|ensembl:ENSMUSP00000049228	9606	Ensembl		P
UniProtKB	P13584	CYP4B1	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000304	TAS	Reactome:R-HSA-211935		9606	Reactome		P
UniProtKB	P14174	MIF	involved_in	GO:0001516	prostaglandin biosynthetic process	ECO:0000314	IDA	PMID:12782713		9606	UniProt		P
UniProtKB	P14550	AKR1A1	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0006644	phospholipid metabolic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:101899|MGI:MGI:1341796|MGI:MGI:1347522|MGI:MGI:1349660|MGI:MGI:1349661|PANTHER:PTN000919171|RGD:62051|RGD:620857|UniProtKB:O15496|UniProtKB:P14555|UniProtKB:P39877|UniProtKB:Q9BZM2|UniProtKB:Q9UNK4	9606	GO_Central		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0046337	phosphatidylethanolamine metabolic process	ECO:0000314	IDA	PMID:25082876		9606	UniProt		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0046470	phosphatidylcholine metabolic process	ECO:0000314	IDA	PMID:25082876		9606	UniProt		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0016042	lipid catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001211	9606	InterPro		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0006644	phospholipid metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016090|InterPro:IPR036444	9606	InterPro		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0006644	phospholipid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P14423|ensembl:ENSRNOP00000022827	9606	Ensembl		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0046473	phosphatidic acid metabolic process	ECO:0000314	IDA	PMID:9032461		9606	BHF-UCL		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0006644	phospholipid metabolic process	ECO:0000314	IDA	PMID:17069818		9606	BHF-UCL		P
UniProtKB	P14555	PLA2G2A	involved_in	GO:0046470	phosphatidylcholine metabolic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00028347	9606	UniProt		P
UniProtKB	P15121	AKR1B1	involved_in	GO:0001523	retinoid metabolic process	ECO:0000315	IMP	PMID:12732097		9606	UniProt		P
UniProtKB	P15121	AKR1B1	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	P15121	AKR1B1	enables	GO:0052650	NADP-retinol dehydrogenase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.1.1.300	9606	UniProt		F
UniProtKB	P15121	AKR1B1	involved_in	GO:0006700	C21-steroid hormone biosynthetic process	ECO:0000304	TAS	Reactome:R-HSA-196108		9606	Reactome		P
UniProtKB	P15121	AKR1B1	enables	GO:0036130	prostaglandin H2 endoperoxidase reductase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:45312	9606	RHEA		F
UniProtKB	P15121	AKR1B1	enables	GO:0052650	NADP-retinol dehydrogenase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:25033	9606	RHEA		F
UniProtKB	P15121	AKR1B1	involved_in	GO:0006693	prostaglandin metabolic process	ECO:0000366	IEA	GO_REF:0000108	GO:0036130	9606	GOC		P
UniProtKB	P15121	AKR1B1	involved_in	GO:0042572	retinol metabolic process	ECO:0000366	IEA	GO_REF:0000108	GO:0052650	9606	GOC		P
UniProtKB	P15121	AKR1B1	involved_in	GO:0042572	retinol metabolic process	ECO:0000366	IEA	GO_REF:0000108	GO:0052650	9606	GOC		P
UniProtKB	P15289	ARSA	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
